post,pre
557,3
3,5
5,3
3,5
5,3
3,4
4,3
3,4
4,4
4,5
5,6
6,3
3,4
4,4
4,4
4,5
5,6
6,3
3,6
6,3
3,7
7,4
4,5
5,4
4,9
9,4
4,4
4,2
2,4
4,3
3,1
1,11
11,8
8,5
5,5
5,5
5,5
5,4
4,461
461,4
4,3
3,4
4,5
5,3
3,4
4,4
4,4
4,3
3,4
4,3
3,4
4,4
4,4
4,16
16,3
3,4
4,3
3,4
4,14
14,3
3,3
3,3
3,51
51,13
13,6
6,12
12,10
10,4
4,9
9,4
4,5
5,3
3,7
7,14
14,4
4,3
3,5
5,5
5,4
4,4
4,9
9,4
4,4
4,5
5,4
4,6
6,5
5,5
5,4
4,7
7,5
5,5
5,4
4,4
4,5
5,8
8,4
4,5
5,5
5,4
4,5
5,7
7,5
5,4
4,5
5,5
5,4
4,4
4,5
5,6
6,5
5,4
4,6
6,4
4,5
5,5
5,4
4,4
4,4
4,3
3,3
3,4
4,3
3,8
8,8
8,4
4,3
3,4
4,4
4,5
5,9
9,33
33,11
11,7
7,3
3,7
7,2
2,9
9,5
5,4
4,4
4,3
3,4
4,4
4,33
33,4
4,33
33,9
9,4
4,4
4,4
4,5
5,4
4,18
18,764
764,4
4,7
7,6
6,4
4,4
4,6
6,3
3,4
4,5
5,5
5,4
4,5
5,5
5,4
4,4
4,6
6,5
5,3
3,4
4,4
4,4
4,4
4,4
4,4
4,1719
1719,4
4,2
2,4
4,3
3,3
3,4
4,5
5,3
3,3
3,3
3,10
10,7
7,2
2,9
9,4
4,115
115,3
3,3
3,3
3,3
3,3
3,3
3,3
3,2
2,3
3,3
3,3
3,3
3,98
98,606
606,5
5,3
3,4
4,5
5,5
5,3
3,3
3,1
1,17
17,4
4,4
4,5
5,3
3,5
5,3
3,4
4,3
3,3
3,4
4,3
3,4
4,4
4,94
94,5
5,2
2,5
5,4
4,4
4,4
4,3
3,3
3,4
4,21
21,4
4,3
3,3
3,4
4,3
3,3
3,130
130,4
4,5
5,1
1,3
3,4
4,6
6,4
4,3
3,2
2,7
7,5
5,5
5,5
5,4
4,7
7,4
4,5
5,4
4,5
5,4
4,4
4,4
4,14
14,5
5,6
6,3
3,4
4,4
4,4
4,4
4,3
3,8
8,5
5,2
2,4
4,3
3,4
4,4
4,3
3,5
5,4
4,10
10,8
8,4
4,4
4,3
3,3
3,5
5,0
0,3
3,421
421,3
3,3
3,4
4,3
3,3
3,3
3,3
3,3
3,4
4,3
3,3
3,3
3,3
3,4
4,3
3,3
3,3
3,3
3,3
3,4
4,3
3,3
3,3
3,3
3,4
4,3
3,3
3,3
3,3
3,3
3,4
4,3
3,3
3,3
3,3
3,4
4,3
3,3
3,3
3,4
4,10
10,118
118,465
465,42
42,3
3,3
3,2
2,3
3,6
6,3
3,4
4,4
4,3
3,2
2,3
3,3
3,2
2,4
4,4
4,3
3,3
3,4
4,3
3,3
3,3
3,4
4,3
3,3
3,3
3,4
4,540
540,241
241,6
6,21
21,5
5,3
3,3
3,60
60,278
278,7
7,3
3,4
4,17
17,4
4,4
4,4
4,4
4,3
3,4
4,4
4,8
8,3
3,5
5,5
5,1
1,3
3,0
0,4
4,160
160,5
5,39
39,4
4,6
6,5
5,3
3,4
4,6
6,4
4,4
4,3
3,94
94,71
71,232
232,6
6,5
5,3
3,3
3,1
1,4
4,1
1,5
5,64
64,5
5,6
6,25
25,5
5,4
4,5
5,11
11,2
2,5
5,4
4,4
4,5
5,4
4,6
6,5
5,11
11,9
9,4
4,5
5,5
5,4
4,5
5,4
4,74
74,382
382,16
16,5
5,5
5,5
5,17
17,4
4,4
4,10
10,5
5,5
5,180
180,4
4,4
4,5
5,3
3,5
5,14
14,6
6,17
17,18
18,9
9,5
5,29
29,7
7,3
3,3
3,1
1,4
4,0
0,5
5,3
3,2
2,0
0,5
5,167
167,5
5,15
15,10
10,43
43,3
3,2
2,3
3,0
0,4
4,0
0,6
6,1
1,3
3,2
2,1
1,3
3,5
5,5
5,4
4,5
5,2
2,2
2,5
5,4
4,6
6,2
2,3
3,4
4,4
4,3
3,7
7,3
3,4
4,4
4,3
3,4
4,4
4,6
6,4
4,5
5,3
3,5
5,39
39,522
522,2
2,4
4,2
2,4
4,5
5,0
0,5
5,5
5,4
4,4
4,4
4,4
4,7
7,6
6,222
222,24
24,7
7,4
4,0
0,4
4,4
4,1
1,6
6,21
21,105
105,97
97,3
3,20
20,4
4,6
6,8
8,7
7,3
3,9
9,71
71,4
4,6
6,5
5,9
9,4
4,6
6,4
4,4
4,6
6,4
4,5
5,4
4,5
5,5
5,5
5,4
4,4
4,4
4,4
4,5
5,5
5,6
6,7
7,5
5,5
5,4
4,4
4,4
4,5
5,6
6,6
6,6
6,4
4,5
5,5
5,5
5,4
4,4
4,7
7,4
4,4
4,4
4,6
6,4
4,4
4,4
4,5
5,7
7,4
4,4
4,6
6,5
5,5
5,5
5,5
5,4
4,4
4,4
4,5
5,5
5,5
5,4
4,5
5,4
4,5
5,5
5,4
4,5
5,4
4,5
5,4
4,4
4,5
5,4
4,6
6,4
4,6
6,4
4,4
4,5
5,5
5,4
4,5
5,6
6,4
4,6
6,6
6,6
6,4
4,4
4,6
6,4
4,7
7,5
5,4
4,5
5,3
3,5
5,4
4,6
6,4
4,4
4,5
5,5
5,5
5,4
4,6
6,5
5,6
6,4
4,5
5,4
4,5
5,5
5,6
6,4
4,7
7,4
4,5
5,4
4,5
5,4
4,4
4,5
5,4
4,5
5,4
4,4
4,4
4,6
6,5
5,5
5,5
5,5
5,5
5,4
4,6
6,6
6,4
4,5
5,5
5,5
5,4
4,5
5,4
4,5
5,5
5,5
5,4
4,4
4,4
4,4
4,5
5,7
7,4
4,22
22,6
6,6
6,5
5,6
6,4
4,5
5,5
5,5
5,4
4,72
72,5
5,5
5,5
5,5
5,4
4,5
5,5
5,4
4,5
5,4
4,6
6,5
5,4
4,4
4,6
6,5
5,5
5,4
4,4
4,4
4,4
4,6
6,102
102,5
5,6
6,5
5,4
4,4
4,47
47,6
6,5
5,4
4,4
4,4
4,4
4,4
4,4
4,5
5,5
5,5
5,4
4,4
4,7
7,7
7,4
4,1151
1151,4
4,4
4,5
5,6
6,4
4,4
4,9
9,4
4,20
20,8
8,3
3,124
124,65
65,4
4,5
5,4
4,2
2,5
5,4
4,5
5,3
3,1
1,4
4,3
3,1
1,4
4,1
1,1
1,6
6,7
7,6
6,7
7,7
7,6
6,66
66,5
5,4
4,4
4,8
8,5
5,3
3,24
24,6
6,29
29,47
47,121
121,5
5,8
8,4
4,3
3,4
4,7
7,5
5,5
5,4
4,5
5,4
4,2
2,5
5,4
4,4
4,6
6,31
31,5
5,4
4,4
4,9
9,4
4,0
0,4
4,0
0,4
4,1
1,1
1,3
3,2
2,1
1,2
2,3
3,1
1,3
3,5
5,28
28,4
4,4
4,1
1,3
3,1
1,5
5,2
2,4
4,5
5,5
5,4
4,5
5,4
4,4
4,4
4,8
8,4
4,4
4,4
4,4
4,5
5,3
3,5
5,5
5,5
5,4
4,5
5,4
4,4
4,4
4,3
3,6
6,3
3,5
5,5
5,4
4,4
4,8
8,4
4,4
4,6
6,5
5,3
3,4
4,5
5,5
5,5
5,5
5,5
5,4
4,4
4,3
3,4
4,4
4,5
5,3
3,4
4,4
4,4
4,5
5,4
4,4
4,3
3,5
5,4
4,4
4,4
4,6
6,5
5,4
4,4
4,7
7,4
4,4
4,6
6,3
3,5
5,4
4,4
4,4
4,4
4,5
5,4
4,5
5,4
4,7
7,4
4,5
5,4
4,5
5,4
4,6
6,7
7,4
4,4
4,3
3,11
11,4
4,5
5,5
5,4
4,5
5,6
6,4
4,8
8,24
24,4
4,5
5,6
6,4
4,5
5,4
4,5
5,5
5,3
3,8
8,4
4,19
19,7
7,5
5,4
4,6
6,6
6,4
4,14
14,4
4,4
4,4
4,3
3,5
5,4
4,4
4,5
5,4
4,3
3,6
6,3
3,5
5,6
6,4
4,4
4,5
5,7
7,3
3,8
8,4
4,3
3,4
4,5
5,4
4,10
10,4
4,4
4,11
11,5
5,4
4,5
5,4
4,5
5,7
7,3
3,4
4,4
4,4
4,4
4,9
9,5
5,6
6,4
4,5
5,4
4,4
4,3
3,4
4,5
5,5
5,6
6,4
4,4
4,4
4,5
5,4
4,4
4,6
6,4
4,4
4,4
4,8
8,5
5,4
4,4
4,4
4,5
5,4
4,4
4,4
4,3
3,3
3,4
4,4
4,6
6,10
10,5
5,5
5,4
4,3
3,4
4,5
5,4
4,6
6,5
5,6
6,5
5,4
4,3
3,4
4,5
5,4
4,4
4,5
5,4
4,7
7,5
5,7
7,4
4,4
4,4
4,5
5,3
3,4
4,421
421,4
4,4
4,4
4,4
4,4
4,5
5,5
5,4
4,5
5,8
8,4
4,4
4,6
6,3
3,4
4,18
18,5
5,7
7,14
14,12
12,4
4,4
4,4
4,6
6,3
3,5
5,5
5,37
37,5
5,1
1,4
4,4
4,3
3,2
2,3
3,5
5,4
4,6
6,4
4,4
4,5
5,4
4,39
39,4
4,3
3,2
2,3
3,4
4,4
4,4
4,4
4,0
0,4
4,4
4,4
4,5
5,4
4,3
3,5
5,5
5,4
4,10
10,4
4,8
8,5
5,4
4,56
56,3
3,3
3,4
4,9
9,6
6,4
4,5
5,4
4,3
3,4
4,3
3,4
4,10
10,9
9,4
4,3
3,11
11,3
3,2
2,3
3,4
4,4
4,11
11,20
20,4
4,3
3,3
3,5
5,4
4,4
4,3
3,3
3,3
3,3
3,8
8,4
4,3
3,4
4,3
3,4
4,5
5,9
9,8
8,3
3,5
5,5
5,4
4,5
5,4
4,56
56,7
7,4
4,5
5,4
4,5
5,4
4,5
5,4
4,4
4,4
4,4
4,5
5,4
4,5
5,4
4,4
4,5
5,5
5,6
6,4
4,2
2,5
5,4
4,59
59,4
4,2
2,4
4,4
4,4
4,4
4,5
5,4
4,3
3,8
8,6
6,5
5,5
5,9
9,4
4,2
2,2
2,1
1,4
4,2
2,2
2,3
3,1
1,5
5,1
1,3
3,1
1,4
4,0
0,3
3,5
5,5
5,5
5,5
5,4
4,4
4,5
5,6
6,4
4,5
5,4
4,4
4,5
5,4
4,3
3,3
3,4
4,4
4,4
4,5
5,4
4,6
6,5
5,4
4,4
4,4
4,5
5,5
5,4
4,4
4,4
4,5
5,5
5,3
3,5
5,4
4,5
5,5
5,4
4,4
4,6
6,7
7,6
6,4
4,5
5,6
6,5
5,4
4,4
4,5
5,3
3,5
5,6
6,4
4,4
4,5
5,4
4,5
5,8
8,4
4,6
6,3
3,4
4,4
4,4
4,3
3,4
4,4
4,4
4,4
4,4
4,4
4,4
4,5
5,4
4,4
4,5
5,5
5,4
4,3
3,4
4,3
3,5
5,4
4,4
4,5
5,4
4,5
5,4
4,4
4,4
4,5
5,3
3,5
5,5
5,5
5,4
4,4
4,4
4,3
3,5
5,6
6,4
4,6
6,6
6,7
7,5
5,3
3,7
7,4
4,4
4,4
4,4
4,4
4,5
5,3
3,4
4,4
4,4
4,4
4,5
5,4
4,6
6,6
6,4
4,4
4,5
5,4
4,5
5,4
4,4
4,6
6,6
6,4
4,5
5,4
4,4
4,7
7,5
5,5
5,4
4,4
4,4
4,6
6,4
4,4
4,5
5,4
4,5
5,5
5,5
5,3
3,6
6,3
3,3
3,3
3,4
4,5
5,4
4,5
5,4
4,3
3,4
4,5
5,4
4,4
4,4
4,7
7,6
6,5
5,4
4,4
4,4
4,4
4,4
4,5
5,6
6,4
4,5
5,5
5,15
15,4
4,5
5,18
18,5
5,6
6,4
4,5
5,4
4,2
2,3
3,39
39,4
4,5
5,6
6,6
6,4
4,5
5,5
5,4
4,43
43,332
332,4
4,6
6,5
5,26
26,67
67,153
153,4
4,4
4,401
401,5
5,3
3,8
8,4
4,4
4,18
18,5
5,3
3,427
427,4
4,4
4,5
5,4
4,4
4,5
5,6
6,4
4,4
4,7
7,4
4,4
4,3
3,4
4,94
94,4
4,13
13,4
4,4
4,4
4,3
3,4
4,4
4,3
3,4
4,5
5,4
4,3
3,5
5,4
4,4
4,4
4,3
3,4
4,3
3,4
4,7
7,4
4,4
4,4
4,3
3,6
6,35
35,3
3,2
2,4
4,5
5,4
4,5
5,4
4,4
4,4
4,5
5,4
4,5
5,4
4,6
6,4
4,4
4,3
3,4
4,3
3,4
4,4
4,4
4,6
6,4
4,4
4,4
4,4
4,4
4,5
5,4
4,3
3,5
5,4
4,4
4,3
3,4
4,3
3,5
5,4
4,4
4,4
4,4
4,5
5,3
3,5
5,5
5,3
3,68
68,4
4,6
6,5
5,3
3,5
5,2
2,5
5,3
3,4
4,3
3,4
4,4
4,4
4,3
3,4
4,4
4,4
4,8
8,6
6,4
4,6
6,5
5,3
3,5
5,5
5,5
5,5
5,3
3,4
4,4
4,4
4,5
5,5
5,4
4,6
6,9
9,3
3,8
8,13
13,5
5,432
432,2
2,3
3,4
4,2
2,6
6,9
9,4
4,38
38,9
9,29
29,4
4,9
9,4
4,4
4,101
101,5
5,7
7,5
5,3
3,4
4,8
8,4
4,4
4,7
7,5
5,328
328,3
3,4
4,6
6,5
5,3
3,4
4,3
3,3
3,5
5,4
4,6
6,4
4,4
4,3
3,5
5,6
6,3
3,5
5,5
5,4
4,4
4,4
4,3
3,5
5,4
4,5
5,4
4,741
741,14
14,2
2,4
4,6
6,4
4,4
4,5
5,7
7,6
6,4
4,4
4,4
4,5
5,6
6,13
13,3
3,5
5,81
81,45
45,62
62,54
54,3
3,135
135,4
4,5
5,6
6,6
6,2
2,3
3,1
1,2
2,3
3,4
4,1
1,3
3,1
1,6
6,6
6,5
5,5
5,5
5,4
4,4
4,6
6,4
4,6
6,4
4,4
4,6
6,4
4,5
5,3
3,11
11,4
4,4
4,6
6,4
4,5
5,4
4,4
4,4
4,5
5,5
5,6
6,5
5,4
4,5
5,7
7,4
4,4
4,5
5,5
5,5
5,36
36,4
4,4
4,5
5,3
3,2
2,3
3,12
12,5
5,4
4,4
4,5
5,4
4,7
7,4
4,4
4,5
5,5
5,4
4,5
5,5
5,5
5,4
4,6
6,4
4,4
4,4
4,5
5,4
4,6
6,6
6,6
6,6
6,4
4,4
4,5
5,4
4,4
4,5
5,4
4,5
5,5
5,5
5,5
5,6
6,4
4,5
5,5
5,4
4,6
6,4
4,5
5,5
5,5
5,7
7,4
4,4
4,4
4,4
4,4
4,5
5,6
6,4
4,4
4,5
5,6
6,7
7,4
4,6
6,4
4,4
4,4
4,5
5,4
4,5
5,6
6,4
4,5
5,4
4,6
6,4
4,4
4,4
4,4
4,5
5,5
5,4
4,5
5,4
4,6
6,6
6,4
4,4
4,5
5,5
5,4
4,4
4,5
5,6
6,5
5,5
5,4
4,5
5,5
5,4
4,4
4,4
4,7
7,4
4,6
6,5
5,4
4,6
6,5
5,4
4,4
4,4
4,9
9,4
4,4
4,5
5,7
7,4
4,4
4,5
5,5
5,5
5,5
5,6
6,5
5,4
4,6
6,5
5,4
4,4
4,6
6,5
5,4
4,4
4,5
5,5
5,5
5,5
5,13
13,4
4,5
5,4
4,5
5,5
5,4
4,5
5,7
7,4
4,4
4,4
4,6
6,5
5,6
6,4
4,4
4,5
5,6
6,4
4,4
4,6
6,4
4,5
5,5
5,5
5,4
4,4
4,4
4,5
5,4
4,5
5,5
5,4
4,4
4,6
6,6
6,4
4,7
7,3
3,6
6,4
4,4
4,4
4,5
5,6
6,5
5,4
4,5
5,5
5,4
4,5
5,4
4,6
6,4
4,4
4,4
4,10
10,6
6,4
4,4
4,5
5,5
5,4
4,97
97,6
6,5
5,4
4,4
4,4
4,5
5,5
5,5
5,9
9,5
5,10
10,14
14,5
5,9
9,4
4,11
11,3
3,5
5,5
5,4
4,5
5,4
4,6
6,7
7,4
4,5
5,4
4,6
6,4
4,5
5,5
5,6
6,8
8,6
6,4
4,4
4,5
5,4
4,4
4,4
4,5
5,7
7,4
4,6
6,5
5,4
4,5
5,5
5,5
5,4
4,5
5,5
5,6
6,5
5,5
5,4
4,4
4,4
4,5
5,4
4,5
5,4
4,5
5,6
6,4
4,4
4,6
6,5
5,6
6,4
4,4
4,5
5,5
5,4
4,5
5,6
6,4
4,5
5,5
5,4
4,4
4,5
5,6
6,4
4,4
4,15
15,5
5,4
4,4
4,5
5,4
4,5
5,6
6,4
4,4
4,8
8,5
5,5
5,4
4,5
5,5
5,4
4,6
6,5
5,4
4,4
4,4
4,6
6,4
4,4
4,6
6,4
4,5
5,7
7,4
4,5
5,5
5,5
5,4
4,4
4,4
4,4
4,5
5,4
4,5
5,5
5,4
4,5
5,6
6,4
4,5
5,6
6,5
5,4
4,4
4,4
4,4
4,4
4,5
5,4
4,5
5,5
5,7
7,6
6,5
5,4
4,4
4,5
5,5
5,6
6,6
6,4
4,4
4,4
4,5
5,5
5,5
5,5
5,4
4,5
5,4
4,5
5,5
5,5
5,6
6,5
5,5
5,5
5,6
6,4
4,4
4,4
4,5
5,4
4,4
4,6
6,4
4,5
5,6
6,5
5,4
4,5
5,4
4,6
6,5
5,5
5,4
4,5
5,4
4,5
5,4
4,5
5,4
4,4
4,4
4,4
4,5
5,5
5,6
6,25
25,4
4,5
5,6
6,5
5,7
7,4
4,8
8,5
5,49
49,4
4,6
6,4
4,4
4,4
4,6
6,5
5,4
4,5
5,4
4,5
5,7
7,4
4,5
5,4
4,5
5,5
5,5
5,4
4,4
4,6
6,5
5,4
4,5
5,5
5,4
4,8
8,53
53,4
4,5
5,6
6,8
8,14
14,35
35,73
73,5
5,5
5,118
118,6
6,4
4,70
70,5
5,5
5,7
7,3
3,3
3,22
22,19
19,639
639,365
365,149
149,4
4,3
3,128
128,7
7,5
5,4
4,4
4,2
2,6
6,4
4,2
2,10
10,5
5,3
3,4
4,3
3,3
3,5
5,2
2,4
4,2
2,5
5,4
4,4
4,757
757,4
4,5
5,4
4,4
4,3
3,2
2,2
2,4
4,4
4,2
2,3
3,3
3,3
3,5
5,6
6,4
4,5
5,3
3,10
10,8
8,10
10,9
9,5
5,69
69,5
5,4
4,5
5,5
5,4
4,5
5,5
5,4
4,5
5,4
4,5
5,5
5,4
4,5
5,5
5,4
4,5
5,5
5,4
4,5
5,5
5,4
4,5
5,5
5,4
4,5
5,4
4,5
5,5
5,4
4,5
5,5
5,5
5,4
4,5
5,5
5,4
4,5
5,4
4,5
5,5
5,4
4,5
5,5
5,4
4,5
5,5
5,4
4,5
5,5
5,4
4,5
5,5
5,4
4,5
5,4
4,5
5,5
5,4
4,5
5,5
5,4
4,5
5,5
5,1064
1064,8
8,5
5,5
5,6
6,5
5,4
4,5
5,5
5,151
151,5
5,10
10,22
22,17
17,6
6,5
5,5
5,8
8,6
6,6
6,5
5,5
5,5
5,81
81,4
4,4
4,3
3,4
4,4
4,3
3,4
4,3
3,4
4,4
4,3
3,4
4,3
3,4
4,4
4,3
3,4
4,4
4,3
3,4
4,4
4,3
3,4
4,5
5,4
4,5
5,3
3,5
5,4
4,281
281,2
2,5
5,2
2,4
4,4
4,23
23,5
5,5
5,5
5,4
4,0
0,4
4,1
1,6
6,5
5,5
5,3
3,3
3,4
4,3
3,7
7,5
5,6
6,4
4,4
4,5
5,4
4,4
4,5
5,491
491,4
4,10
10,4
4,4
4,4
4,4
4,4
4,4
4,4
4,5
5,4
4,4
4,4
4,4
4,11
11,63
63,4
4,5
5,15
15,80
80,7
7,7
7,8
8,7
7,7
7,7
7,8
8,505
505,7
7,8
8,7
7,7
7,7
7,8
8,7
7,7
7,7
7,8
8,7
7,7
7,7
7,8
8,7
7,7
7,73
73,5
5,561
561,23
23,4
4,4
4,24
24,11
11,5
5,370
370,6
6,5
5,5
5,195
195,5
5,5
5,5
5,22
22,757
757,775
775,5
5,6
6,5
5,5
5,6
6,5
5,5
5,5
5,5
5,6
6,5
5,6
6,830
830,13
13,3
3,4
4,11
11,10
10,4
4,4
4,6
6,5
5,2
2,5
5,143
143,5
5,5
5,4
4,5
5,8
8,6
6,2
2,10
10,5
5,8
8,5
5,3
3,5
5,7
7,8
8,5
5,65
65,5
5,3
3,5
5,6
6,670
670,27
27,16
16,4
4,4
4,5
5,3
3,5
5,126
126,6
6,7
7,7
7,6
6,6
6,4
4,7
7,5
5,5
5,3
3,6
6,5
5,5
5,5
5,5
5,6
6,5
5,156
156,3
3,6
6,28
28,9
9,4
4,4
4,48
48,5
5,3
3,4
4,5
5,927
927,13
13,3
3,4
4,5
5,7
7,216
216,5
5,4
4,4
4,4
4,5
5,5
5,4
4,4
4,4
4,4
4,4
4,68
68,4
4,4
4,4
4,4
4,3
3,5
5,4
4,4
4,10
10,8
8,22
22,18
18,148
148,4
4,5
5,5
5,6
6,4
4,5
5,5
5,5
5,5
5,823
823,6
6,6
6,3
3,4
4,5
5,3
3,12
12,18
18,4
4,5
5,5
5,6
6,5
5,181
181,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,8
8,6
6,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,6
6,8
8,222
222,4
4,10
10,13
13,3
3,4
4,7
7,5
5,4
4,30
30,13
13,5
5,7
7,4
4,5
5,18
18,123
123,4
4,5
5,8
8,3
3,4
4,6
6,4
4,1
1,6
6,6
6,5
5,57
57,6
6,7
7,1393
1393,13
13,5
5,5
5,2
2,3
3,4
4,1
1,4
4,1
1,3
3,5
5,4
4,5
5,3
3,5
5,5
5,5
5,4
4,40
40,11
11,11
11,10
10,15
15,6
6,379
379,145
145,3
3,5
5,59
59,5
5,5
5,19
19,4
4,490
490,4
4,5
5,3
3,13
13,2
2,6
6,4
4,5
5,4
4,4
4,4
4,5
5,3
3,5
5,4
4,4
4,5
5,5
5,4
4,110
110,149
149,4
4,5
5,4
4,3
3,4
4,3
3,4
4,4
4,8
8,9
9,4
4,5
5,5
5,4
4,5
5,3
3,4
4,4
4,4
4,3
3,5
5,6
6,5
5,5
5,4
4,3
3,3
3,4
4,4
4,4
4,4
4,4
4,9
9,5
5,4
4,4
4,13
13,2
2,5
5,33
33,5
5,4
4,3
3,5
5,11
11,8
8,10
10,4
4,5
5,5
5,5
5,4
4,4
4,6
6,7
7,7
7,7
7,4
4,4
4,10
10,5
5,78
78,2
2,5
5,750
750,6
6,2
2,2
2,1
1,2
2,3
3,0
0,6
6,4
4,2
2,1
1,5
5,0
0,6
6,6
6,7
7,6
6,2
2,4
4,6
6,6
6,4
4,2
2,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,11
11,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,7
7,6
6,6
6,6
6,7
7,28
28,5
5,4
4,5
5,4
4,6
6,7
7,5
5,5
5,4
4,43
43,10
10,1240
1240,4
4,5
5,4
4,4
4,4
4,6
6,5
5,76
76,4
4,5
5,5
5,5
5,7
7,6
6,4
4,5
5,3
3,4
4,4
4,2
2,5
5,3
3,5
5,9
9,43
43,6
6,5
5,4
4,5
5,4
4,5
5,5
5,7
7,5
5,4
4,3
3,4
4,4
4,4
4,2
2,3
3,4
4,3
3,2
2,3
3,1023
1023,3
3,4
4,5
5,5
5,10
10,3
3,4
4,4
4,2
2,3
3,3
3,5
5,2
2,5
5,6
6,5
5,4
4,6
6,6
6,4
4,5
5,18
18,3
3,286
286,6
6,14
14,7
7,6
6,6
6,1450
1450,6
6,6
6,7
7,6
6,6
6,6
6,7
7,9
9,7
7,6
6,1164
1164,339
339,4
4,2
2,6
6,41
41,6
6,5
5,2
2,5
5,4
4,6
6,4
4,568
568,5
5,5
5,3
3,4
4,4
4,16
16,4
4,4
4,6
6,6
6,10
10,791
791,6
6,59
59,4
4,6
6,531
531,44
44,65
65,3
3,4
4,4
4,85
85,7
7,7
7,6
6,8
8,3
3,9
9,13
13,36
36,668
668,4
4,4
4,3
3,4
4,56
56,3
3,4
4,364
364,5
5,9
9,7
7,5
5,4
4,3
3,35
35,3
3,2
2,60
60,6
6,9
9,5
5,2
2,6
6,4
4,5
5,8
8,9
9,5
5,3
3,5
5,4
4,7
7,4
4,4
4,3
3,3
3,6
6,4
4,4
4,3
3,1275
1275,3
3,4
4,5
5,72
72,5
5,5
5,3
3,3
3,5
5,3
3,17
17,4
4,3
3,4
4,4
4,4
4,9
9,11
11,10
10,6
6,2
2,6
6,261
261,8
8,4
4,3
3,4
4,4
4,3
3,4
4,3
3,4
4,151
151,10
10,724
724,4
4,4
4,2
2,3
3,6
6,3
3,31
31,5
5,4
4,4
4,3
3,3
3,6
6,5
5,4
4,4
4,4
4,5
5,7
7,5
5,6
6,5
5,5
5,4
4,4
4,5
5,5
5,4
4,5
5,5
5,5
5,6
6,10
10,6
6,5
5,3
3,15
15,33
33,4
4,3
3,5
5,3
3,5
5,7
7,7
7,4
4,4
4,4
4,2
2,5
5,5
5,6
6,10
10,233
233,4
4,11
11,424
424,678
678,3
3,1
1,6
6,15
15,12
12,4
4,6
6,7
7,3
3,5
5,5
5,575
575,6
6,4
4,5
5,3
3,4
4,5
5,2
2,4
4,4
4,4
4,5
5,4
4,4
4,6
6,5
5,3
3,4
4,6
6,6
6,10
10,6
6,2521
2521,4
4,3
3,4
4,4
4,4
4,229
229,9
9,4
4,6
6,4
4,4
4,4
4,4
4,4
4,4
4,7
7,525
525,2
2,6
6,3
3,4
4,3
3,5
5,4
4,4
4,4
4,4
4,5
5,4
4,4
4,4
4,4
4,5
5,4
4,3
3,5
5,6
6,2
2,3
3,3
3,4
4,6
6,4
4,7
7,4
4,4
4,4
4,4
4,3
3,4
4,5
5,4
4,2
2,8
8,4
4,3
3,4
4,6
6,3
3,4
4,3
3,4
4,5
5,54
54,4
4,4
4,34
34,332
332,5
5,194
194,32
32,3
3,600
600,4
4,4
4,4
4,4
4,3
3,4
4,3
3,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,5
5,5
5,5
5,5
5,5
5,5
5,8
8,6
6,5
5,3
3,538
538,5
5,969
969,4
4,10
10,4
4,5
5,5
5,4
4,5
5,4
4,4
4,6
6,10
10,2751
2751,4
4,474
474,4
4,4
4,3
3,5
5,7
7,3
3,4
4,4
4,4
4,4
4,4
4,7
7,6
6,4
4,633
633,5
5,3
3,3
3,6
6,7
7,4
4,5
5,5
5,6
6,4
4,10
10,2
2,5
5,5
5,6
6,3
3,5
5,3
3,5
5,6
6,5
5,3
3,4
4,6
6,4
4,6
6,1
1,4
4,2
2,5
5,4
4,4
4,4
4,3
3,4
4,4
4,3
3,4
4,3
3,4
4,5
5,4
4,7
7,4
4,4
4,4
4,5
5,6
6,4
4,4
4,2
2,4
4,5
5,4
4,6
6,3
3,5
5,5
5,4
4,3
3,4
4,6
6,4
4,3
3,5
5,4
4,1
1,3
3,4
4,4
4,4
4,4
4,6
6,5
5,3
3,4
4,5
5,5
5,4
4,10
10,4
4,4
4,4
4,4
4,5
5,3
3,5
5,3
3,4
4,5
5,3
3,4
4,4
4,4
4,3
3,3
3,6
6,3
3,4
4,2
2,5
5,4
4,4
4,4
4,5
5,4
4,6
6,7
7,4
4,4
4,4
